iter	Logloss
126	0.2350302765
127	0.2335971431
128	0.2322569014
129	0.2320919932
130	0.2309104691
131	0.2297553713
132	0.2286220589
133	0.2276430781
134	0.2262349719
135	0.2250980609
136	0.2240199309
137	0.2225557547
138	0.2210619923
139	0.2197120805
140	0.2185992519
141	0.217498309
142	0.2162386616
143	0.2147292278
144	0.2133647313
145	0.212350229
146	0.2114685973
147	0.210110411
148	0.2093006019
149	0.2082052275
150	0.2070527614
151	0.2060760483
152	0.204775691
153	0.2037948514
154	0.2028186242
155	0.2015533806
156	0.2007578455
157	0.199956509
158	0.1991694352
159	0.1982621521
160	0.1971588128
161	0.1962071395
162	0.1955017954
163	0.1945562918
164	0.1935906285
165	0.1926462106
166	0.1919226101
167	0.1912659199
168	0.1904358961
169	0.1896662063
170	0.1885806624
171	0.1877007554
172	0.1868154767
173	0.1858703283
174	0.1849645248
175	0.1839672673
176	0.183279618
177	0.1824816506
178	0.181768067
179	0.1808496947
180	0.1797288672
181	0.178756028
182	0.1778278357
183	0.1769287553
184	0.1759295102
185	0.1753166853
186	0.1745952042
187	0.1738230273
188	0.173112108
189	0.1722568249
190	0.171586749
191	0.1706217069
192	0.1705506789
193	0.170487274
194	0.1698478164
195	0.168873083
196	0.1680721521
197	0.1673555718
198	0.1664721996
199	0.1657852204
200	0.165249467
201	0.1644893497
202	0.1640449497
203	0.1634092515
204	0.1629181817
205	0.1619814995
206	0.1611750696
207	0.160347753
208	0.1595624339
209	0.1595174658
210	0.1588349464
211	0.1582711666
212	0.1574774528
213	0.1567056817
214	0.1560660671
215	0.1553321398
216	0.1545671057
217	0.1541075118
218	0.1534216219
219	0.1528331542
220	0.152253146
221	0.1516242621
222	0.1508094136
223	0.1501174898
224	0.149429557
225	0.1489353902
226	0.1483683432
227	0.1476306561
228	0.1471815503
229	0.146608699
230	0.1459693695
231	0.1452091167
232	0.1444993301
233	0.1439960238
234	0.1434772732
235	0.1429168315
236	0.1425793692
237	0.1419768888
238	0.1413092905
239	0.1408434597
240	0.1401144175
241	0.1393554177
242	0.1387305316
243	0.1382451511
244	0.1377746697
245	0.1372845348
246	0.1367197707
247	0.1361238784
248	0.1355286692
249	0.1350472338
250	0.1344231414
251	0.1340346674
252	0.1334887148
253	0.1328637799
254	0.1322737934
255	0.1319936264
256	0.1313373694
257	0.1308215671
258	0.1302717309
259	0.1298933634
260	0.1293141796
261	0.1287232794
262	0.1282564126
263	0.1278717837
264	0.1274321087
265	0.1269279803
266	0.1265120145
267	0.1260629992
268	0.1256530771
269	0.1251425306
270	0.1247450456
271	0.1243611638
272	0.1239026446
273	0.1235832503
274	0.1231611884
275	0.1227278406
276	0.1221651898
277	0.1217325979
278	0.1212737195
279	0.1206950957
280	0.1203317435
281	0.1200323339
282	0.1196348158
283	0.1193520104
284	0.118807666
285	0.1183964926
286	0.1180714891
287	0.1178250156
288	0.1175254596
289	0.1171752553
290	0.1168580164
291	0.1162790327
292	0.1159491394
293	0.1155005069
294	0.1151597539
295	0.1148653706
296	0.1144183714
297	0.1140441893
298	0.1136459872
299	0.1130823076
300	0.1126826716
301	0.1122433487
302	0.1118807444
303	0.111414043
304	0.1110871617
305	0.1107777281
306	0.1104636505
307	0.1101671107
308	0.1096968686
309	0.1093420546
310	0.1089909506
311	0.1086544162
312	0.1084315011
313	0.1079569627
314	0.1076708855
315	0.1072934635
316	0.1067660766
317	0.1063492184
318	0.1060321356
319	0.1057585459
320	0.1054275267
321	0.1053690109
322	0.1051238126
323	0.1047151535
324	0.1042864831
325	0.10389332
326	0.1038014657
327	0.1034613534
328	0.1031075709
329	0.102877067
330	0.1025593968
331	0.1020246985
332	0.1016997592
333	0.1013905875
334	0.1010785788
335	0.1007599137
336	0.1005209184
337	0.1002774529
338	0.09990353902
339	0.0995991826
340	0.09924929816
341	0.09890445194
342	0.09849582515
343	0.09823556447
344	0.0979942378
345	0.09766965063
346	0.09729809616
347	0.09703971139
348	0.09683636343
349	0.09659382188
350	0.09629828838
351	0.09604852614
352	0.09571343227
353	0.09535937623
354	0.09511596096
355	0.09488968577
356	0.09477161277
357	0.09453687238
358	0.09433694918
359	0.09402640847
360	0.09370825588
361	0.09348128743
362	0.09315471018
363	0.09285297493
364	0.09254491023
365	0.09234833478
366	0.0919962721
367	0.09169935904
368	0.09133670032
369	0.09097247939
370	0.09076025106
371	0.09047504855
372	0.09021577737
373	0.08992805174
374	0.08964374875
375	0.08938739902
376	0.08902832167
377	0.08879166429
378	0.08858513759
379	0.08846916721
380	0.08823840092
381	0.08798916154
382	0.0877461975
383	0.08742642089
384	0.08719299221
385	0.08698703892
386	0.08671056869
387	0.08637218611
388	0.08622956248
389	0.08603790859
390	0.08574782527
391	0.08553306713
392	0.08528452554
393	0.08500718079
394	0.08487310124
395	0.08458837931
396	0.08423778242
397	0.08400213442
398	0.08371585124
399	0.08351671893
400	0.08330592534
401	0.08306303598
402	0.08277670963
403	0.08261120785
404	0.08233615649
405	0.08200624478
406	0.08177707929
407	0.08157970451
408	0.08147370233
409	0.08125513555
410	0.08091294872
411	0.0806975808
412	0.0805005569
413	0.08019014183
414	0.08002532803
415	0.07977344467
416	0.07949168057
417	0.07922136351
418	0.07903383748
419	0.07885800268
420	0.07869014704
421	0.07842558042
422	0.07826040501
423	0.07800827159
424	0.07775128769
425	0.077508727
426	0.07724272307
427	0.07708192645
428	0.07705095261
429	0.0769130038
430	0.07674320558
431	0.07650773991
432	0.07632269999
433	0.07611643184
434	0.0759072315
435	0.07573550515
436	0.07550191726
437	0.0753223253
438	0.07505992013
439	0.07482339047
440	0.07457654961
441	0.07438394134
442	0.07419576964
443	0.07408862749
444	0.07388938832
445	0.07372830401
446	0.07354950892
447	0.07334680248
448	0.07313368863
449	0.07293104521
450	0.07276353558
451	0.07250317978
452	0.0722520769
453	0.07210369669
454	0.07189805338
455	0.07164881876
456	0.07139756493
457	0.07120747954
458	0.07102671378
459	0.0708154108
460	0.07067085761
461	0.07044869172
462	0.07033330235
463	0.0701219331
464	0.06997892866
465	0.06974084881
466	0.06956309276
467	0.06942471077
468	0.06920110335
469	0.06897383301
470	0.06881704698
471	0.06862249741
472	0.06844036601
473	0.06828213884
474	0.06807517299
475	0.06781675604
476	0.06767779724
477	0.06751405332
478	0.0673151181
479	0.06712220783
480	0.06696635827
481	0.06680714325
482	0.06664065022
483	0.06649657586
484	0.0663441351
485	0.06628626507
486	0.06612797715
487	0.0659101539
488	0.06570759956
489	0.06553308949
490	0.0653954046
491	0.06527538576
492	0.06505236275
493	0.06504453824
494	0.06490252947
495	0.06472516248
496	0.06452316292
497	0.06442179542
498	0.06417530944
499	0.06400926194
500	0.06390646146
501	0.06375218754
502	0.0635818619
503	0.06342488622
504	0.06329605859
505	0.0631172957
506	0.0629280595
507	0.0627511367
508	0.0626019165
509	0.06241151587
510	0.06228249427
511	0.06217295101
512	0.06197599203
513	0.06182254174
514	0.06171251173
515	0.06155247085
516	0.06135675218
517	0.0612373194
518	0.06114607698
519	0.06104467085
520	0.06086374185
521	0.0607352787
522	0.06060529197
523	0.06040250074
524	0.06025750431
525	0.06009218505
526	0.05994773725
527	0.05974340663
528	0.05963016818
529	0.05947239337
530	0.05934286839
531	0.05921673816
532	0.05904212511
533	0.0589063907
534	0.05872706168
535	0.05865043613
536	0.05854553706
537	0.05839282962
538	0.05831292496
539	0.05817005903
540	0.05797124899
541	0.0578097564
542	0.05765871127
543	0.05751439565
544	0.05736283179
545	0.05722363852
546	0.05704664512
547	0.05695399608
548	0.0569440308
549	0.0568487292
550	0.05672008478
551	0.05657124116
552	0.05648876368
553	0.05636759543
554	0.05635328843
555	0.05624482591
556	0.05615388626
557	0.05601584347
558	0.05590376792
559	0.05577987444
560	0.05562656315
561	0.05548634684
562	0.05533734607
563	0.05520204545
564	0.05508508889
565	0.05498449932
566	0.05484098636
567	0.0547258806
568	0.05459561646
569	0.05447995574
570	0.05434831948
571	0.05423965787
572	0.05413316492
573	0.05398121014
574	0.05387970555
575	0.05377325599
576	0.05363175292
577	0.05354785399
578	0.05342194529
579	0.05331280759
580	0.05315226181
581	0.05303276034
582	0.05289706113
583	0.05278794604
584	0.05262830293
585	0.05249913891
586	0.05240557954
587	0.05227423257
588	0.05209854824
589	0.05198297713
590	0.05189218096
591	0.05176645009
592	0.05158254159
593	0.05147719802
594	0.05138232847
595	0.05125589392
596	0.05114994619
597	0.05105738119
598	0.05095471636
599	0.05081249128
600	0.0507021831
601	0.05058310348
602	0.05047115104
603	0.05032959649
604	0.05021059216
605	0.05004598232
606	0.04993615386
607	0.04983027869
608	0.04976487631
609	0.04962985761
610	0.04950692741
611	0.04938039059
612	0.0492427324
613	0.04910149235
614	0.04898162877
615	0.04887646045
616	0.04874971261
617	0.04864249164
618	0.04852440183
619	0.04841317867
620	0.04834830408
621	0.04825258029
622	0.0481534674
623	0.04803461235
624	0.04793061393
625	0.04781019232
626	0.04773705494
627	0.04765871077
628	0.04754239546
629	0.04741977742
630	0.04735017987
631	0.04719309179
632	0.04704469048
633	0.04695741277
634	0.04686411018
635	0.04681145343
636	0.0467262625
637	0.04664625663
638	0.04657056973
639	0.04648821053
640	0.04636057146
641	0.04625997888
642	0.04617300251
643	0.04607705801
644	0.04598837011
645	0.04590741409
646	0.04582959721
647	0.04575058795
648	0.04561638046
649	0.04551931414
650	0.04541505582
651	0.04528778686
652	0.04520345472
653	0.0450980756
654	0.04502008807
655	0.04501175371
656	0.04489782012
657	0.04479347785
658	0.04472933354
659	0.04467491971
660	0.04456585858
661	0.04446554458
662	0.04435005035
663	0.04426412768
664	0.04415395671
665	0.04405262261
666	0.04396731255
667	0.04391258404
668	0.04380393381
669	0.04371075983
670	0.04362169482
671	0.04354767122
672	0.04348304251
673	0.04338581363
674	0.04327761607
675	0.04316063897
676	0.04304852669
677	0.04297664213
678	0.0429093186
679	0.04276857253
680	0.04268359045
681	0.04261953085
682	0.0425639069
683	0.04246919774
684	0.04238969417
685	0.04232434043
686	0.04225093308
687	0.04212746647
688	0.04203216887
689	0.0419460308
690	0.04182372711
691	0.041738034
692	0.04165816588
693	0.04159018109
694	0.04150101742
695	0.04143104618
696	0.0413467993
697	0.04127451888
698	0.04118910069
699	0.04109281524
700	0.04103506709
701	0.04093226781
702	0.04083615939
703	0.04074557953
704	0.04067801221
705	0.04060044195
706	0.04049702208
707	0.04041852657
708	0.04034303773
709	0.04025541508
710	0.04017452072
711	0.04009856555
712	0.03997389972
713	0.03990206985
714	0.0398291016
715	0.03975778198
716	0.03969035
717	0.03963703694
718	0.03955386333
719	0.03950079959
720	0.03939443728
721	0.03931908865
722	0.0392445556
723	0.03916728708
724	0.03910390092
725	0.03904595973
726	0.03896405113
727	0.03888526729
728	0.03880855516
729	0.03872559488
730	0.03866245399
731	0.0386065649
732	0.03851463895
733	0.03842648494
734	0.03834651773
735	0.03826119975
736	0.03819978865
737	0.03812513991
738	0.03804495298
739	0.03798942687
740	0.03793773469
741	0.0378524874
742	0.0377839497
743	0.03771035873
744	0.03764196412
745	0.0375485597
746	0.03747162779
747	0.03739766693
748	0.03730690211
749	0.03725076863
750	0.03715973377
751	0.03705721493
752	0.03699982537
753	0.03693482401
754	0.03685675347
755	0.03679422197
756	0.03672476864
757	0.03663608758
758	0.0365737907
759	0.03649371217
760	0.03641602301
761	0.03640935845
762	0.03635633288
763	0.03630277233
764	0.03623547237
765	0.03616330587
766	0.03609002776
767	0.03603510753
768	0.03595316583
769	0.03588660403
770	0.03581760978
771	0.03574053319
772	0.03566667508
773	0.03558042037
774	0.03552559115
775	0.0354673865
776	0.03540018517
777	0.03534118364
778	0.03526030512
779	0.03518383347
780	0.03512980278
781	0.03506162896
782	0.03500181194
783	0.03492217492
784	0.03486853851
785	0.03481953482
786	0.03476820178
787	0.03467825994
788	0.0346161169
789	0.0345466302
790	0.0344753199
791	0.03440855823
792	0.03433618608
793	0.03429267929
794	0.03421934061
795	0.03416428062
796	0.0340900783
797	0.0340343662
798	0.03396375013
799	0.03389663213
800	0.03383163437
801	0.03375524288
802	0.03368690794
803	0.03361536855
804	0.03355134123
805	0.03350627457
806	0.03344129686
807	0.03339148163
808	0.0333294549
809	0.03326687923
810	0.03320735943
811	0.03315570458
812	0.03310581621
813	0.03304990192
814	0.0329756823
815	0.03292782572
816	0.03287463831
817	0.03280347485
818	0.03273837298
819	0.03268497694
820	0.03262590421
821	0.03256191219
822	0.03250201483
823	0.0324286886
824	0.03238290139
825	0.03233914238
826	0.03228993281
827	0.03224394119
828	0.03218919347
829	0.03211329885
830	0.03206655743
831	0.03200441886
832	0.0319476974
833	0.03190299782
834	0.03184869201
835	0.03177427611
836	0.03171194826
837	0.03166096742
838	0.0315921907
839	0.0315357832
840	0.03148114105
841	0.03141955061
842	0.0313704216
843	0.03128811591
844	0.0312227537
845	0.03115805736
846	0.03110155502
847	0.03103967517
848	0.03098168009
849	0.03093774233
850	0.03087754133
851	0.03083439471
852	0.03078229433
853	0.03070999086
854	0.03064967619
855	0.03058890809
856	0.03052669565
857	0.03047852102
858	0.03041167298
859	0.0303456541
860	0.03028826868
861	0.0302508523
862	0.03020588585
863	0.03015787986
864	0.03010897252
865	0.03006580868
866	0.03002554167
867	0.02996943834
868	0.02991844175
869	0.0298614835
870	0.0297996197
871	0.02975440344
872	0.02969549395
873	0.02964444024
874	0.02958981092
875	0.02954627965
876	0.02950172901
877	0.0294677631
878	0.02940713575
879	0.02935481279
880	0.02929317161
881	0.02925037213
882	0.02919917106
883	0.02915547753
884	0.02910977391
885	0.02906594591
886	0.02899850565
887	0.02894718956
888	0.02888539782
889	0.02884341421
890	0.02879645765
891	0.02874622818
892	0.0286967584
893	0.02864780582
894	0.02860155523
895	0.028553212
896	0.02849594828
897	0.02844093942
898	0.02839019237
899	0.02834446262
900	0.02829601619
901	0.02825003568
902	0.02819735669
903	0.02814263901
904	0.02810224775
905	0.02806561762
906	0.02803333396
907	0.02798407116
908	0.02792749016
909	0.02788134552
910	0.02782603807
911	0.02778617224
912	0.02774390267
913	0.02770641687
914	0.02765816415
915	0.02761833374
916	0.02757248724
917	0.02752306656
918	0.02746562468
919	0.02742838309
920	0.02737858129
921	0.02731316834
922	0.02726009836
923	0.02722157655
924	0.02716132421
925	0.02710699194
926	0.02705862598
927	0.0270120931
928	0.02695772221
929	0.02690423778
930	0.02685545297
931	0.02681668141
932	0.02676564662
933	0.02671932835
934	0.02668081205
935	0.0266367001
936	0.02659024966
937	0.0265537697
938	0.02652407804
939	0.0264762333
940	0.02643562447
941	0.02639109196
942	0.02634673881
943	0.02629651295
944	0.02625444061
945	0.0261971839
946	0.02615334604
947	0.02610663864
948	0.02606710035
949	0.02602658468
950	0.02598124549
951	0.02593458457
952	0.02590030646
953	0.02586375651
954	0.0258138766
955	0.02577184457
956	0.02572869968
957	0.02568461041
958	0.02565239217
959	0.02561625394
960	0.0255721396
961	0.02551831132
962	0.02547975497
963	0.02543348568
964	0.02538626691
965	0.02535438889
966	0.02531745457
967	0.02526642603
968	0.02523296397
969	0.02518314662
970	0.02513753431
971	0.02509724718
972	0.02504815356
973	0.02500736307
974	0.02497054323
975	0.02493407175
976	0.02489611913
977	0.02485393091
978	0.02481173328
979	0.0247630502
980	0.02470786327
981	0.02467130449
982	0.02462838185
983	0.02459523381
984	0.02455203298
985	0.02450404877
986	0.02446151246
987	0.02441747913
988	0.02437899878
989	0.02432843142
990	0.02428842536
991	0.02425525151
992	0.02421315359
993	0.0241756598
994	0.02414681035
995	0.02411482953
996	0.02407222731
997	0.0240388361
998	0.02400158412
999	0.02396949929
